,date,high,low,snow,precip
32999,1900-10-23,62.0,52.0,0,8.0
33000,1900-10-24,70.0,40.0,0,0.0
33001,1900-10-25,74.0,53.0,0,0.0
33002,1900-10-26,72.0,51.0,0,0.0
33003,1900-10-27,68.0,52.0,0,104.0
33004,1900-10-28,69.0,58.0,0,36.0
33005,1900-10-29,68.0,56.0,0,3.0
33006,1900-10-30,63.0,53.0,0,0.0
33007,1900-10-31,60.0,47.0,0,160.0
36690,1900-11-01,52.0,38.0,0,28.0
36691,1900-11-02,52.0,32.0,0,0.0
36692,1900-11-03,66.0,36.0,0,0.0
36693,1900-11-04,55.0,38.0,0,0.0
36694,1900-11-05,48.0,33.0,0,0.0
36695,1900-11-06,38.0,32.0,0,22.0
36696,1900-11-07,38.0,28.0,0,5.0
36697,1900-11-08,33.0,22.0,0,0.0
36698,1900-11-09,33.0,21.0,0,0.0
36699,1900-11-10,42.0,26.0,0,0.0
36700,1900-11-11,34.0,24.0,0,0.0
36701,1900-11-12,45.0,30.0,0,0.0
36702,1900-11-13,35.0,11.0,0,0.0
36703,1900-11-14,32.0,11.0,2,20.0
36704,1900-11-15,21.0,-1.0,0,0.0
36705,1900-11-16,24.0,1.0,2,20.0
36706,1900-11-17,37.0,25.0,1,40.0
36707,1900-11-18,36.0,31.0,1,15.0
36708,1900-11-19,33.0,29.0,0,0.0
36709,1900-11-20,34.0,24.0,0,0.0
36710,1900-11-21,28.0,15.0,1,10.0
36711,1900-11-22,34.0,21.0,0,0.0
36712,1900-11-23,31.0,10.0,0,0.0
36713,1900-11-24,32.0,23.0,0,0.0
36714,1900-11-25,30.0,15.0,0,0.0
36715,1900-11-26,38.0,20.0,0,0.0
36716,1900-11-27,40.0,18.0,0,0.0
36717,1900-11-28,28.0,23.0,0,0.0
36718,1900-11-29,35.0,20.0,0,0.0
36719,1900-11-30,41.0,23.0,0,0.0
40297,1900-12-01,33.0,22.0,0,0.0
40298,1900-12-02,37.0,32.0,0,0.0
40299,1900-12-03,34.0,32.0,0,0.0
40300,1900-12-04,35.0,29.0,1,2.0
40301,1900-12-05,32.0,24.0,0,0.0
40302,1900-12-06,37.0,19.0,0,0.0
40303,1900-12-07,31.0,25.0,0,0.0
40304,1900-12-08,40.0,15.0,0,0.0
40305,1900-12-09,15.0,5.0,0,0.0
40306,1900-12-10,21.0,4.0,0,0.0
40307,1900-12-11,20.0,5.0,0,0.0
40308,1900-12-12,38.0,9.0,0,0.0
40309,1900-12-13,21.0,9.0,0,0.0
40310,1900-12-14,20.0,14.0,0,0.0
40311,1900-12-15,28.0,19.0,0,0.0
40312,1900-12-16,33.0,19.0,0,0.0
40313,1900-12-17,35.0,30.0,1,10.0
40314,1900-12-18,42.0,31.0,0,0.0
40315,1900-12-19,38.0,15.0,0,0.0
40316,1900-12-20,39.0,13.0,0,0.0
40317,1900-12-21,44.0,25.0,0,0.0
40318,1900-12-22,47.0,33.0,0,48.0
40319,1900-12-23,27.0,26.0,1,12.0
40320,1900-12-24,17.0,12.0,0,0.0
40321,1900-12-25,12.0,5.0,0,0.0
40322,1900-12-26,27.0,-3.0,0,0.0
40323,1900-12-27,32.0,14.0,0,0.0
40324,1900-12-28,19.0,3.0,0,0.0
40325,1900-12-29,32.0,7.0,0,0.0
40326,1900-12-30,22.0,12.0,0,0.0
40327,1900-12-31,12.0,-4.0,0,0.0
248,1901-01-01,18.0,-8.0,0,0.0
249,1901-01-02,12.0,-8.0,0,0.0
250,1901-01-03,31.0,2.0,0,0.0
251,1901-01-04,29.0,15.0,0,0.0
252,1901-01-05,29.0,25.0,0,0.0
253,1901-01-06,35.0,29.0,0,0.0
254,1901-01-07,27.0,16.0,0,0.0
255,1901-01-08,33.0,10.0,0,0.0
256,1901-01-09,21.0,8.0,6,50.0
257,1901-01-10,33.0,21.0,0,0.0
258,1901-01-11,33.0,21.0,0,0.0
259,1901-01-12,27.0,2.0,0,0.0
260,1901-01-13,30.0,15.0,0,0.0
261,1901-01-14,40.0,22.0,0,0.0
262,1901-01-15,45.0,19.0,0,0.0
263,1901-01-16,22.0,14.0,0,0.0
264,1901-01-17,14.0,0.0,0,0.0
265,1901-01-18,25.0,-2.0,0,0.0
266,1901-01-19,26.0,-1.0,0,0.0
267,1901-01-20,44.0,19.0,0,0.0
268,1901-01-21,36.0,22.0,0,0.0
269,1901-01-22,38.0,5.0,0,0.0
270,1901-01-23,42.0,25.0,0,0.0
271,1901-01-24,14.0,6.0,0,0.0
272,1901-01-25,22.0,5.0,0,0.0
273,1901-01-26,40.0,21.0,1,20.0
274,1901-01-27,29.0,15.0,0,0.0
275,1901-01-28,24.0,12.0,0,0.0
276,1901-01-29,22.0,10.0,2,20.0
277,1901-01-30,12.0,-10.0,0,0.0
278,1901-01-31,17.0,5.0,0,0.0
3944,1901-02-01,16.0,0.0,0,0.0
3945,1901-02-02,30.0,-6.0,0,0.0
3946,1901-02-03,23.0,5.0,0,0.0
3947,1901-02-04,20.0,5.0,0,0.0
3948,1901-02-05,9.0,-9.0,0,0.0
3949,1901-02-06,22.0,-8.0,0,0.0
3950,1901-02-07,32.0,6.0,0,0.0
3951,1901-02-08,26.0,20.0,4,43.0
3952,1901-02-09,21.0,6.0,0,0.0
3953,1901-02-10,18.0,-16.0,0,0.0
3954,1901-02-11,20.0,7.0,0,0.0
3955,1901-02-12,22.0,-8.0,0,0.0
3956,1901-02-13,33.0,-4.0,0,0.0
3957,1901-02-14,33.0,9.0,0,0.0
3958,1901-02-15,32.0,6.0,0,0.0
3959,1901-02-16,31.0,21.0,0,0.0
3960,1901-02-17,39.0,20.0,1,40.0
3961,1901-02-18,28.0,10.0,0,0.0
3962,1901-02-19,18.0,-2.0,0,0.0
3963,1901-02-20,15.0,2.0,0,0.0
3964,1901-02-21,17.0,-11.0,0,0.0
3965,1901-02-22,9.0,-6.0,0,0.0
3966,1901-02-23,22.0,3.0,0,0.0
3967,1901-02-24,20.0,-6.0,0,0.0
3968,1901-02-25,21.0,-12.0,0,0.0
3969,1901-02-26,18.0,-5.0,0,0.0
3970,1901-02-27,21.0,-12.0,0,0.0
3971,1901-02-28,39.0,-8.0,0,0.0
7328,1901-03-01,46.0,15.0,0,0.0
7329,1901-03-02,43.0,28.0,0,0.0
7330,1901-03-03,40.0,34.0,0,0.0
7331,1901-03-04,26.0,8.0,0,0.0
7332,1901-03-05,,-4.0,0,0.0
7333,1901-03-06,30.0,4.0,0,0.0
7334,1901-03-07,45.0,12.0,0,0.0
7335,1901-03-08,45.0,30.0,0,0.0
7336,1901-03-09,38.0,30.0,0,0.0
7337,1901-03-10,30.0,23.0,5,65.0
7338,1901-03-11,37.0,15.0,0,0.0
7339,1901-03-12,43.0,25.0,0,0.0
7340,1901-03-13,36.0,33.0,1,32.0
7341,1901-03-14,37.0,16.0,0,0.0
7342,1901-03-15,34.0,13.0,0,0.0
7343,1901-03-16,43.0,12.0,0,0.0
7344,1901-03-17,51.0,23.0,0,0.0
7345,1901-03-18,57.0,29.0,0,0.0
7346,1901-03-19,32.0,24.0,0,0.0
7347,1901-03-20,24.0,14.0,6,90.0
7348,1901-03-21,29.0,14.0,0,0.0
7349,1901-03-22,42.0,9.0,0,0.0
7350,1901-03-23,56.0,33.0,0,0.0
7351,1901-03-24,49.0,39.0,0,6.0
7352,1901-03-25,54.0,30.0,0,37.0
7353,1901-03-26,41.0,32.0,0,0.0
7354,1901-03-27,38.0,28.0,0,0.0
7355,1901-03-28,41.0,21.0,0,0.0
7356,1901-03-29,44.0,18.0,0,0.0
7357,1901-03-30,37.0,26.0,1,52.0
7358,1901-03-31,43.0,7.0,0,0.0
11040,1901-04-01,49.0,24.0,0,0.0
11041,1901-04-02,51.0,33.0,0,0.0
11042,1901-04-03,55.0,23.0,0,0.0
11043,1901-04-04,57.0,27.0,0,0.0
11044,1901-04-05,50.0,39.0,0,26.0
11045,1901-04-06,52.0,35.0,0,20.0
11046,1901-04-07,53.0,28.0,0,0.0
11047,1901-04-08,56.0,25.0,0,0.0
11048,1901-04-09,61.0,22.0,0,0.0
11049,1901-04-10,64.0,35.0,0,0.0
11050,1901-04-11,62.0,35.0,0,0.0
11051,1901-04-12,53.0,41.0,0,0.0
11052,1901-04-13,57.0,39.0,0,0.0
11053,1901-04-14,62.0,33.0,0,0.0
11054,1901-04-15,66.0,30.0,0,0.0
11055,1901-04-16,50.0,42.0,0,76.0
11056,1901-04-17,42.0,31.0,0,0.0
11057,1901-04-18,47.0,24.0,0,0.0
11058,1901-04-19,52.0,20.0,0,0.0
11059,1901-04-20,58.0,26.0,0,0.0
11060,1901-04-21,53.0,24.0,0,0.0
11061,1901-04-22,67.0,33.0,0,0.0
11062,1901-04-23,65.0,46.0,0,0.0
11063,1901-04-24,75.0,42.0,0,0.0
11064,1901-04-25,74.0,36.0,0,0.0
11065,1901-04-26,77.0,44.0,0,0.0
11066,1901-04-27,85.0,52.0,0,0.0
11067,1901-04-28,85.0,46.0,0,0.0
11068,1901-04-29,88.0,54.0,0,0.0
11069,1901-04-30,85.0,56.0,0,0.0
14648,1901-05-01,87.0,58.0,0,0.0
14649,1901-05-02,92.0,58.0,0,96.0
14650,1901-05-03,74.0,48.0,0,0.0
14651,1901-05-04,79.0,50.0,0,0.0
14652,1901-05-05,76.0,54.0,0,39.0
14653,1901-05-06,72.0,56.0,0,35.0
14654,1901-05-07,70.0,50.0,0,54.0
14655,1901-05-08,64.0,48.0,0,0.0
14656,1901-05-09,77.0,53.0,0,0.0
14657,1901-05-10,77.0,45.0,0,0.0
14658,1901-05-11,61.0,35.0,0,0.0
14659,1901-05-12,61.0,34.0,0,0.0
14660,1901-05-13,61.0,40.0,0,0.0
14661,1901-05-14,73.0,33.0,0,0.0
14662,1901-05-15,82.0,43.0,0,0.0
14663,1901-05-16,84.0,47.0,0,0.0
14664,1901-05-17,89.0,50.0,0,0.0
14665,1901-05-18,85.0,54.0,0,21.0
14666,1901-05-19,78.0,44.0,0,0.0
14667,1901-05-20,74.0,45.0,0,0.0
14668,1901-05-21,70.0,43.0,0,0.0
14669,1901-05-22,72.0,52.0,0,8.0
14670,1901-05-23,71.0,55.0,0,105.0
14671,1901-05-24,61.0,44.0,0,30.0
14672,1901-05-25,62.0,37.0,0,0.0
14673,1901-05-26,74.0,32.0,0,0.0
14674,1901-05-27,81.0,42.0,0,0.0
14675,1901-05-28,74.0,42.0,0,0.0
14676,1901-05-29,66.0,38.0,0,0.0
14677,1901-05-30,71.0,42.0,0,0.0
14678,1901-05-31,80.0,43.0,0,0.0
18360,1901-06-01,77.0,44.0,0,0.0
18361,1901-06-02,83.0,38.0,0,0.0
18362,1901-06-03,86.0,48.0,0,0.0
18363,1901-06-04,89.0,64.0,0,0.0
18364,1901-06-05,85.0,62.0,0,26.0
18365,1901-06-06,67.0,48.0,0,0.0
18366,1901-06-07,61.0,38.0,0,0.0
18367,1901-06-08,74.0,32.0,0,0.0
18368,1901-06-09,74.0,42.0,0,0.0
18369,1901-06-10,84.0,55.0,0,111.0
18370,1901-06-11,91.0,67.0,0,0.0
18371,1901-06-12,87.0,65.0,0,51.0
18372,1901-06-13,87.0,59.0,0,0.0
18373,1901-06-14,93.0,58.0,0,0.0
18374,1901-06-15,90.0,64.0,0,0.0
18375,1901-06-16,88.0,67.0,0,28.0
18376,1901-06-17,84.0,58.0,0,0.0
18377,1901-06-18,81.0,53.0,0,18.0
18378,1901-06-19,77.0,54.0,0,0.0
18379,1901-06-20,84.0,55.0,0,0.0
18380,1901-06-21,89.0,59.0,0,17.0
18381,1901-06-22,84.0,64.0,0,0.0
18382,1901-06-23,91.0,54.0,0,0.0
18383,1901-06-24,97.0,63.0,0,0.0
18384,1901-06-25,97.0,72.0,0,0.0
18385,1901-06-26,99.0,73.0,0,0.0
18386,1901-06-27,101.0,70.0,0,20.0
18387,1901-06-28,97.0,66.0,0,16.0
18388,1901-06-29,84.0,58.0,0,12.0
18389,1901-06-30,97.0,65.0,0,0.0
21968,1901-07-01,97.0,75.0,0,0.0
21969,1901-07-02,96.0,68.0,0,45.0
21970,1901-07-03,96.0,70.0,0,0.0
21971,1901-07-04,92.0,75.0,0,47.0
21972,1901-07-05,83.0,67.0,0,194.0
21973,1901-07-06,80.0,59.0,0,0.0
21974,1901-07-07,75.0,48.0,0,0.0
21975,1901-07-08,85.0,49.0,0,0.0
21976,1901-07-09,100.0,65.0,0,0.0
21977,1901-07-10,97.0,70.0,0,0.0
21978,1901-07-11,92.0,65.0,0,0.0
21979,1901-07-12,97.0,68.0,0,0.0
21980,1901-07-13,99.0,67.0,0,0.0
21981,1901-07-14,99.0,65.0,0,0.0
21982,1901-07-15,99.0,60.0,0,0.0
21983,1901-07-16,101.0,63.0,0,0.0
21984,1901-07-17,96.0,65.0,0,0.0
21985,1901-07-18,98.0,68.0,0,0.0
21986,1901-07-19,98.0,59.0,0,0.0
21987,1901-07-20,105.0,63.0,0,0.0
21988,1901-07-21,107.0,73.0,0,0.0
21989,1901-07-22,100.0,70.0,0,0.0
21990,1901-07-23,105.0,69.0,0,0.0
21991,1901-07-24,107.0,68.0,0,12.0
21992,1901-07-25,105.0,75.0,0,0.0
21993,1901-07-26,103.0,72.0,0,0.0
21994,1901-07-27,99.0,72.0,0,0.0
21995,1901-07-28,92.0,71.0,0,32.0
21996,1901-07-29,88.0,60.0,0,0.0
21997,1901-07-30,82.0,58.0,0,0.0
21998,1901-07-31,83.0,51.0,0,0.0
25688,1901-08-01,92.0,58.0,0,0.0
25689,1901-08-02,82.0,56.0,0,0.0
25690,1901-08-03,80.0,62.0,0,0.0
25691,1901-08-04,84.0,46.0,0,0.0
25692,1901-08-05,90.0,50.0,0,0.0
25693,1901-08-06,92.0,53.0,0,0.0
25694,1901-08-07,86.0,60.0,0,0.0
25695,1901-08-08,87.0,44.0,0,0.0
25696,1901-08-09,86.0,57.0,0,75.0
25697,1901-08-10,76.0,50.0,0,0.0
25698,1901-08-11,85.0,59.0,0,0.0
25699,1901-08-12,88.0,55.0,0,0.0
25700,1901-08-13,96.0,54.0,0,2.0
25701,1901-08-14,87.0,58.0,0,0.0
25702,1901-08-15,84.0,57.0,0,0.0
25703,1901-08-16,88.0,48.0,0,0.0
25704,1901-08-17,91.0,49.0,0,0.0
25705,1901-08-18,90.0,59.0,0,0.0
25706,1901-08-19,93.0,58.0,0,0.0
25707,1901-08-20,95.0,58.0,0,0.0
25708,1901-08-21,92.0,55.0,0,0.0
25709,1901-08-22,87.0,55.0,0,0.0
25710,1901-08-23,86.0,57.0,0,0.0
25711,1901-08-24,94.0,50.0,0,0.0
25712,1901-08-25,88.0,63.0,0,3.0
25713,1901-08-26,90.0,60.0,0,0.0
25714,1901-08-27,91.0,55.0,0,0.0
25715,1901-08-28,95.0,60.0,0,0.0
25716,1901-08-29,90.0,67.0,0,22.0
25717,1901-08-30,78.0,55.0,0,0.0
25718,1901-08-31,77.0,48.0,0,0.0
29400,1901-09-01,80.0,39.0,0,0.0
29401,1901-09-02,85.0,39.0,0,0.0
29402,1901-09-03,87.0,48.0,0,0.0
29403,1901-09-04,89.0,54.0,0,0.0
29404,1901-09-05,91.0,70.0,0,0.0
29405,1901-09-06,92.0,70.0,0,0.0
29406,1901-09-07,74.0,54.0,0,0.0
29407,1901-09-08,72.0,53.0,0,198.0
29408,1901-09-09,58.0,56.0,0,102.0
29409,1901-09-10,59.0,51.0,0,0.0
29410,1901-09-11,65.0,52.0,0,118.0
29411,1901-09-12,75.0,48.0,0,0.0
29412,1901-09-13,72.0,49.0,0,0.0
29413,1901-09-14,68.0,51.0,0,26.0
29414,1901-09-15,66.0,50.0,0,95.0
29415,1901-09-16,62.0,48.0,0,8.0
29416,1901-09-17,50.0,39.0,0,0.0
29417,1901-09-18,53.0,34.0,0,0.0
29418,1901-09-19,47.0,38.0,0,20.0
29419,1901-09-20,60.0,34.0,0,0.0
29420,1901-09-21,68.0,43.0,0,0.0
29421,1901-09-22,72.0,48.0,0,0.0
29422,1901-09-23,78.0,57.0,0,0.0
29423,1901-09-24,68.0,55.0,0,0.0
29424,1901-09-25,72.0,67.0,0,23.0
29425,1901-09-26,77.0,40.0,0,0.0
29426,1901-09-27,80.0,67.0,0,0.0
29427,1901-09-28,68.0,57.0,0,138.0
29428,1901-09-29,66.0,50.0,0,0.0
29429,1901-09-30,70.0,52.0,0,0.0
33008,1901-10-01,68.0,45.0,0,40.0
33009,1901-10-02,52.0,40.0,0,0.0
33010,1901-10-03,50.0,36.0,0,0.0
33011,1901-10-04,54.0,28.0,0,0.0
33012,1901-10-05,62.0,34.0,0,0.0
33013,1901-10-06,67.0,35.0,0,0.0
33014,1901-10-07,72.0,53.0,0,0.0
33015,1901-10-08,65.0,58.0,0,0.0
33016,1901-10-09,58.0,52.0,0,0.0
33017,1901-10-10,63.0,46.0,0,92.0
33018,1901-10-11,52.0,48.0,0,111.0
33019,1901-10-12,56.0,43.0,0,0.0
33020,1901-10-13,48.0,40.0,0,0.0
33021,1901-10-14,52.0,43.0,0,2.0
33022,1901-10-15,48.0,33.0,0,0.0
33023,1901-10-16,43.0,30.0,0,0.0
33024,1901-10-17,47.0,31.0,0,0.0
33025,1901-10-18,63.0,31.0,0,0.0
33026,1901-10-19,62.0,40.0,0,0.0
33027,1901-10-20,63.0,31.0,0,0.0
33028,1901-10-21,77.0,42.0,0,0.0
33029,1901-10-22,80.0,39.0,0,0.0
33030,1901-10-23,80.0,45.0,0,0.0
33031,1901-10-24,65.0,46.0,0,0.0
33032,1901-10-25,68.0,38.0,0,0.0
33033,1901-10-26,64.0,45.0,0,11.0
33034,1901-10-27,56.0,30.0,0,0.0
33035,1901-10-28,,,0,
33036,1901-10-29,,,0,
33037,1901-10-30,,,0,
33038,1901-10-31,,,0,
36720,1901-11-01,60.0,35.0,0,14.0
36721,1901-11-02,62.0,41.0,0,80.0
36722,1901-11-03,38.0,15.0,0,2.0
36723,1901-11-04,25.0,10.0,0,0.0
36724,1901-11-05,29.0,2.0,0,0.0
36725,1901-11-06,21.0,13.0,0,0.0
36726,1901-11-07,33.0,27.0,0,0.0
36727,1901-11-08,51.0,23.0,0,0.0
36728,1901-11-09,42.0,28.0,0,0.0
36729,1901-11-10,47.0,30.0,0,0.0
36730,1901-11-11,60.0,32.0,0,0.0
36731,1901-11-12,42.0,25.0,0,0.0
36732,1901-11-13,48.0,30.0,0,0.0
36733,1901-11-14,38.0,28.0,0,0.0
36734,1901-11-15,34.0,22.0,0,0.0
36735,1901-11-16,29.0,13.0,0,0.0
36736,1901-11-17,32.0,11.0,0,0.0
36737,1901-11-18,59.0,14.0,0,0.0
36738,1901-11-19,46.0,10.0,0,0.0
36739,1901-11-20,50.0,27.0,0,0.0
36740,1901-11-21,44.0,23.0,0,0.0
36741,1901-11-22,38.0,27.0,0,0.0
36742,1901-11-23,37.0,33.0,0,0.0
36743,1901-11-24,35.0,17.0,1,50.0
36744,1901-11-25,36.0,16.0,0,0.0
36745,1901-11-26,38.0,11.0,0,0.0
36746,1901-11-27,33.0,16.0,0,0.0
36747,1901-11-28,38.0,10.0,0,0.0
36748,1901-11-29,43.0,22.0,0,0.0
36749,1901-11-30,48.0,32.0,0,0.0
40328,1901-12-01,43.0,31.0,0,0.0
40329,1901-12-02,35.0,21.0,0,0.0
40330,1901-12-03,27.0,17.0,0,0.0
40331,1901-12-04,28.0,17.0,0,0.0
40332,1901-12-05,28.0,23.0,0,0.0
40333,1901-12-06,34.0,24.0,0,0.0
40334,1901-12-07,35.0,32.0,0,0.0
40335,1901-12-08,33.0,22.0,0,0.0
40336,1901-12-09,32.0,12.0,1,7.0
40337,1901-12-10,30.0,22.0,0,0.0
40338,1901-12-11,28.0,11.0,0,0.0
40339,1901-12-12,27.0,19.0,2,16.0
40340,1901-12-13,27.0,-12.0,0,0.0
40341,1901-12-14,-12.0,-24.0,0,0.0
40342,1901-12-15,0.0,-22.0,0,0.0
40343,1901-12-16,11.0,-7.0,0,0.0
40344,1901-12-17,3.0,-9.0,0,0.0
40345,1901-12-18,1.0,-17.0,0,0.0
40346,1901-12-19,-3.0,-12.0,0,0.0
40347,1901-12-20,7.0,-18.0,0,0.0
40348,1901-12-21,22.0,2.0,0,0.0
40349,1901-12-22,38.0,12.0,0,0.0
40350,1901-12-23,35.0,32.0,0,0.0
40351,1901-12-24,33.0,25.0,0,0.0
40352,1901-12-25,34.0,22.0,0,0.0
40353,1901-12-26,32.0,20.0,0,0.0
40354,1901-12-27,36.0,17.0,0,0.0
40355,1901-12-28,33.0,20.0,0,0.0
40356,1901-12-29,33.0,22.0,1,7.0
40357,1901-12-30,40.0,11.0,0,0.0
40358,1901-12-31,33.0,19.0,0,0.0
279,1902-01-01,34.0,11.0,0,0.0
280,1902-01-02,33.0,8.0,0,0.0
281,1902-01-03,14.0,-3.0,0,0.0
282,1902-01-04,24.0,-6.0,0,0.0
283,1902-01-05,40.0,18.0,0,0.0
284,1902-01-06,39.0,17.0,0,0.0
285,1902-01-07,40.0,28.0,0,0.0
286,1902-01-08,47.0,22.0,0,0.0
287,1902-01-09,44.0,32.0,0,0.0
288,1902-01-10,43.0,23.0,0,0.0
289,1902-01-11,27.0,19.0,0,0.0
290,1902-01-12,13.0,6.0,0,0.0
291,1902-01-13,32.0,2.0,0,0.0
292,1902-01-14,33.0,17.0,0,0.0
293,1902-01-15,37.0,19.0,0,0.0
294,1902-01-16,28.0,12.0,0,0.0
295,1902-01-17,47.0,17.0,0,0.0
296,1902-01-18,29.0,16.0,0,0.0
297,1902-01-19,35.0,7.0,0,0.0
298,1902-01-20,34.0,28.0,2,65.0
299,1902-01-21,32.0,25.0,2,15.0
300,1902-01-22,28.0,16.0,0,0.0
301,1902-01-23,26.0,10.0,0,0.0
302,1902-01-24,20.0,-6.0,0,0.0
303,1902-01-25,20.0,-4.0,0,0.0
304,1902-01-26,12.0,-6.0,3,30.0
305,1902-01-27,-4.0,-20.0,0,0.0
306,1902-01-28,8.0,-30.0,0,0.0
307,1902-01-29,22.0,-2.0,0,0.0
308,1902-01-30,25.0,10.0,1,10.0
309,1902-01-31,19.0,2.0,0,0.0
3972,1902-02-01,13.0,-4.0,0,0.0
3973,1902-02-02,4.0,-9.0,0,0.0
3974,1902-02-03,9.0,-14.0,2,18.0
3975,1902-02-04,-2.0,-12.0,0,0.0
3976,1902-02-05,10.0,-15.0,0,0.0
3977,1902-02-06,13.0,-4.0,1,2.0
3978,1902-02-07,8.0,-7.0,0,0.0
3979,1902-02-08,12.0,-8.0,0,0.0
3980,1902-02-09,18.0,-3.0,0,0.0
3981,1902-02-10,23.0,3.0,0,0.0
3982,1902-02-11,24.0,-5.0,3,30.0
3983,1902-02-12,22.0,-1.0,0,0.0
3984,1902-02-13,32.0,-1.0,0,0.0
3985,1902-02-14,30.0,-6.0,0,0.0
3986,1902-02-15,28.0,-8.0,0,0.0
3987,1902-02-16,32.0,7.0,0,0.0
3988,1902-02-17,22.0,8.0,0,0.0
3989,1902-02-18,26.0,-7.0,0,0.0
3990,1902-02-19,28.0,-10.0,0,0.0
3991,1902-02-20,36.0,-1.0,0,0.0
3992,1902-02-21,38.0,16.0,0,0.0
3993,1902-02-22,40.0,18.0,0,0.0
3994,1902-02-23,43.0,20.0,0,0.0
3995,1902-02-24,41.0,25.0,0,0.0
3996,1902-02-25,42.0,20.0,0,0.0
3997,1902-02-26,47.0,37.0,1,49.0
3998,1902-02-27,38.0,34.0,1,26.0
3999,1902-02-28,39.0,28.0,0,10.0
7359,1902-03-01,31.0,20.0,1,3.0
7360,1902-03-02,20.0,15.0,1,4.0
7361,1902-03-03,35.0,17.0,0,0.0
7362,1902-03-04,37.0,24.0,0,0.0
7363,1902-03-05,43.0,23.0,0,0.0
7364,1902-03-06,48.0,30.0,0,0.0
7365,1902-03-07,49.0,34.0,0,0.0
7366,1902-03-08,40.0,32.0,0,0.0
7367,1902-03-09,52.0,33.0,0,0.0
7368,1902-03-10,48.0,42.0,1,48.0
7369,1902-03-11,52.0,39.0,0,62.0
7370,1902-03-12,48.0,33.0,0,0.0
7371,1902-03-13,57.0,25.0,0,0.0
7372,1902-03-14,56.0,35.0,0,0.0
7373,1902-03-15,50.0,30.0,0,21.0
7374,1902-03-16,32.0,4.0,0,0.0
7375,1902-03-17,12.0,-5.0,0,0.0
7376,1902-03-18,33.0,7.0,0,0.0
7377,1902-03-19,43.0,25.0,0,0.0
7378,1902-03-20,37.0,33.0,1,28.0
7379,1902-03-21,48.0,32.0,0,0.0
7380,1902-03-22,57.0,34.0,0,0.0
7381,1902-03-23,62.0,37.0,0,0.0
7382,1902-03-24,59.0,39.0,0,0.0
7383,1902-03-25,64.0,43.0,0,0.0
7384,1902-03-26,60.0,38.0,0,11.0
7385,1902-03-27,66.0,40.0,0,0.0
7386,1902-03-28,58.0,49.0,0,0.0
7387,1902-03-29,50.0,34.0,0,0.0
7388,1902-03-30,39.0,29.0,0,0.0
7389,1902-03-31,40.0,31.0,0,0.0
11070,1902-04-01,34.0,29.0,0,0.0
11071,1902-04-02,41.0,27.0,0,0.0
11072,1902-04-03,54.0,22.0,0,0.0
11073,1902-04-04,57.0,27.0,0,0.0
11074,1902-04-05,67.0,38.0,0,0.0
11075,1902-04-06,57.0,39.0,0,5.0
11076,1902-04-07,58.0,20.0,0,0.0
11077,1902-04-08,56.0,26.0,0,0.0
11078,1902-04-09,60.0,28.0,0,0.0
11079,1902-04-10,60.0,31.0,0,0.0
11080,1902-04-11,53.0,37.0,0,0.0
11081,1902-04-12,52.0,34.0,0,0.0
11082,1902-04-13,54.0,24.0,0,0.0
11083,1902-04-14,56.0,27.0,0,0.0
11084,1902-04-15,60.0,25.0,0,0.0
11085,1902-04-16,54.0,41.0,0,22.0
11086,1902-04-17,63.0,38.0,0,0.0
11087,1902-04-18,65.0,44.0,0,0.0
11088,1902-04-19,63.0,36.0,0,0.0
11089,1902-04-20,68.0,43.0,0,0.0
11090,1902-04-21,86.0,50.0,0,0.0
11091,1902-04-22,82.0,40.0,0,0.0
11092,1902-04-23,57.0,37.0,0,0.0
11093,1902-04-24,64.0,29.0,0,0.0
11094,1902-04-25,57.0,44.0,0,84.0
11095,1902-04-26,56.0,38.0,0,16.0
11096,1902-04-27,69.0,33.0,0,0.0
11097,1902-04-28,72.0,44.0,0,0.0
11098,1902-04-29,63.0,46.0,0,0.0
11099,1902-04-30,56.0,36.0,0,0.0
14679,1902-05-01,74.0,46.0,0,15.0
14680,1902-05-02,84.0,53.0,0,45.0
14681,1902-05-03,83.0,52.0,0,134.0
14682,1902-05-04,62.0,48.0,0,135.0
14683,1902-05-05,68.0,43.0,0,2.0
14684,1902-05-06,58.0,50.0,0,110.0
14685,1902-05-07,73.0,42.0,0,0.0
14686,1902-05-08,79.0,46.0,0,0.0
14687,1902-05-09,59.0,39.0,0,0.0
14688,1902-05-10,53.0,37.0,0,42.0
14689,1902-05-11,62.0,38.0,0,0.0
14690,1902-05-12,72.0,53.0,0,44.0
14691,1902-05-13,70.0,55.0,0,27.0
14692,1902-05-14,66.0,48.0,0,0.0
14693,1902-05-15,67.0,44.0,0,0.0
14694,1902-05-16,71.0,50.0,0,4.0
14695,1902-05-17,81.0,56.0,0,52.0
14696,1902-05-18,86.0,57.0,0,85.0
14697,1902-05-19,91.0,60.0,0,0.0
14698,1902-05-20,84.0,62.0,0,55.0
14699,1902-05-21,87.0,61.0,0,335.0
14700,1902-05-22,80.0,64.0,0,37.0
14701,1902-05-23,80.0,62.0,0,0.0
14702,1902-05-24,79.0,58.0,0,33.0
14703,1902-05-25,73.0,57.0,0,0.0
14704,1902-05-26,63.0,48.0,0,3.0
14705,1902-05-27,63.0,44.0,0,0.0
14706,1902-05-28,73.0,46.0,0,0.0
14707,1902-05-29,79.0,56.0,0,0.0
